发布日期,加热渠道,一级分类,二级分类,标签,标题,投前互动量,投后互动量,投放后点赞,投放后收藏,投放后评论,投放后分享,总互动量,总投放金额,综合CPE,链接,笔记ID,备注
2026-03-29,合作广场,产品力,女性友好计划,,爱死滴滴的女性友好订单了,108,94,,,,,246,173.6,0.71,https://www.xiaohongshu.com/explore/69c9282a0000000021038b68?xsec_token=ABO0Y-_R8pz7wpNyVv3Mbex17pVNR8OgiO1jDl24wqWkY=,69c9282a0000000021038b68,
2026-03-28,合作广场,产品力,站点巴士,,昆明到大理，站点巴士超方便！,8,106,,,,,126,195.44,1.55,https://www.xiaohongshu.com/explore/69c7829a00000000230244d5?app_platform=android&ignoreEngage=true&app_version=9.20.0&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBCwtZZ2dohOrf7XFciMfj1scdOINORWe1MuP6MIJ0XI8=&author_share=1&shareRedId=N0pFMjk6SkI2NzUyOTgwNjY0OTc6NTc8&apptime=1774845901&share_id=a4a14dd6bd7349be877fe658158a995b&share_channel=copy_link&appuid=5dc265f90000000001006013&xhsshare=CopyLink,69c7829a00000000230244d5,
2026-04-02,合作广场,产品力,宠物出行,,被宠物治愈的瞬间,4,144,137,3,3,,148,236.43,1.6,https://www.xiaohongshu.com/explore/69cdd2910000000023011fd6?xsec_token=ABMZD-8KEsL9pDypjf5pvIR5OGffRJ6NNI9LFtF7k-3Hs=,69cdd2910000000023011fd6,
2026-04-03,合作广场,产品力,网约公交,,滴滴打车可以打公交车啊🚌只要三块！,0,116,98,9,3,,103,236.43,2.3,https://www.xiaohongshu.com/explore/69d091da000000001b001175?app_platform=android&ignoreEngage=true&app_version=9.20.0&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBwobPjDPmOOxyIAxfE9zk4PKG3AVKxgxu8tsekq8vqsk=&author_share=1&shareRedId=N0pFMjk6SkI2NzUyOTgwNjY0OTc6NTc8&apptime=1775531987&share_id=90c15ce089e04ad3b6946fd47e53ce0b&share_channel=copy_link&appuid=5dc265f90000000001006013&xhsshare=CopyLink,69d091da000000001b001175,
2026-04-09,合作广场,产品力,宠物出行,,今天出门玩突然下起大暴雨，完全没带伞，我和狗狗浑身都被淋透了想赶紧打车回家，就在滴滴上叫了宠物专车。,70,136,134,1,1,,221,210,0.95,https://www.xiaohongshu.com/explore/69d7a3a5000000001a035581?xsec_token=AB1z-5upmiYZZWKsX2hTW9yiKgDAzVO-hZP-IKceaH0NM=,69d7a3a5000000001a035581,
2026-04-13,合作广场,产品力,女性友好计划,,新体验｜女性友好快车&纵向卧铺列车,2,114,108,5,1,,117,201.7,1.72,https://www.xiaohongshu.com/explore/69dbd67c000000001a02680a?xsec_token=ABRRV5w5Q5q-uQYh7gVRPmMlKrIdBgrD2zh3OOQ0jS2jw=,69dbd67c000000001a02680a,
2026-04-13,合作广场,产品力,宠物出行,,第一次坐宠物专车，体验感太好了！！,10,118,117,1,0,,163,202.27,1.24,https://www.xiaohongshu.com/explore/69dc59ef000000001a028bbf?xsec_token=ABuHm2VVL9If9tOenMXINt-dGcQNs9dh4qNYrOXU8rKtE=,69dc59ef000000001a028bbf,
2026-04-11,合作广场,产品力,海外打车,,含金量超高的埃及🇪🇬打车攻略,249,77,31,37,1,,336,162.74,0.48,https://www.xiaohongshu.com/explore/69d8d3910000000022000919?xsec_token=ABfvdJ9NapNLuQ9Q2UxTyFI1feepV_rya-HMDUmNdqhOQ=&xsec_source=pc_search&source=web_explore_feed,69d8d3910000000022000919,
2026-04-17,合作广场,车内,特殊车型/车衣,,打到一辆很可爱的车,9,118,111,4,2,,135,205.57,1.52,https://www.xiaohongshu.com/explore/69e1a0b6000000001d01f65d?xsec_token=ABPf6W9nl4PIWVJH6gXwtswfhb9kZDmVecBUgWSVU8Xf0=,69e1a0b6000000001d01f65d,
2026-04-18,合作广场,产品力,站点巴士,,【测评】滴滴巴士测评来啦！,136,29,21,3,1,,183,74.01,0.4,https://www.xiaohongshu.com/explore/69e2247a00000000230040e2?app_platform=android&ignoreEngage=true&app_version=9.20.0&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBbKDpEiz_PRvS2Fqzks4qNzaYtV4MqK3pHPhMvd525jI=&author_share=1&shareRedId=N0pFMjk6SkI2NzUyOTgwNjY0OTc6NTc8&apptime=1776654411&share_id=5428cb9baa8d4624bbdf79c60a222aaf&share_channel=copy_link&appuid=5dc265f90000000001006013&xhsshare=CopyLink,69e2247a00000000230040e2,
2026-04-18,合作广场,产品力,站点巴士,,版纳限定｜雨林之心号发车🚌,5,70,52,12,0,,67,138.46,2.07,https://www.xiaohongshu.com/explore/69e1fb3c000000001f003ee2?app_platform=android&ignoreEngage=true&app_version=9.20.0&share_from_user_hidden=true&xsec_source=app_share&type=video&xsec_token=CBilX6zXNpx51SRhsKlSyFdgyKWDYudIm2nTvD4l4zDqE=&author_share=1&shareRedId=N0pFMjk6SkI2NzUyOTgwNjY0OTc6NTc8&apptime=1776654790&share_id=38940b306b664ff68ae2b95c21bd13ff&share_channel=copy_link&appuid=5dc265f90000000001006013&xhsshare=CopyLink,69e1fb3c000000001f003ee2,
2026-04-20,合作广场,产品力,网约公交,,天津空港 意外解锁网约公交🚍,0,12,12,0,0,,15,10.89,0.73,https://www.xiaohongshu.com/explore/69e5966d0000000023020ddd?app_platform=android&ignoreEngage=true&app_version=9.20.0&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CB457ZQweTEy3aa2D2MPSgOZzfBvMYPkQMLeFjn-ff4w0=&author_share=1&shareRedId=N0pFMjk6SkI2NzUyOTgwNjY0OTc6NTc8&apptime=1776654915&share_id=296ae3d2a136451aa783884d884f34af&share_channel=copy_link&appuid=5dc265f90000000001006013&xhsshare=CopyLink,69e5966d0000000023020ddd,
2026-04-21,合作广场,产品力,站点巴士,,在版纳坐了很有意思的雨林巴士,5,3,2,0,0,,7,18.16,2.59,https://www.xiaohongshu.com/explore/69e6ce3c000000001d018677?xsec_token=ABmBcRQSHJbWmv0ZhzZw_7TAk7RdhI4o1VDr4LEQ9bHuc=,69e6ce3c000000001d018677,
2026-04-22,合作广场,车内,特殊车型/车衣,,超绝滴滴痛车,2,110,108,1,1,,113,201.41,1.78,https://www.xiaohongshu.com/explore/69e859460000000023012e5e?xsec_token=ABTnCOUc1TmnbS_OCkgjb5Np0N-Fjuiup6J70odmH2aA4=&xsec_source=pc_search&source=web_search_result_notes,69e859460000000023012e5e,
2026-04-23,合作广场,司机,女司机,,今天打车遇到一位女司机，想记下来,12,125,120,0,5,,130,200.45,1.54,https://www.xiaohongshu.com/explore/69e988a5000000002103a1f4?xsec_token=ABWB215s-u3NEqombf2qmEuBFDdUcCixAIiv3ifWH7D-w=,69e988a5000000002103a1f4,
2026-04-27,合作广场,产品力,滴滴小巴,,下沙滴滴小巴,2,101,94,3,0,,195,191.26,0.98,https://www.xiaohongshu.com/explore/69eead98000000001a02f119?app_platform=android&ignoreEngage=true&app_version=9.20.0&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBRsy7PkwLVAW1VQTzgvHSh5kZ8hSx017BydV2JDs7-3U=&author_share=1&shareRedId=N0pFMjk6SkI2NzUyOTgwNjY0OTc6NTc8&apptime=1777268627&share_id=fddd04bae8d944c3b1f8268f844fb00e&share_channel=copy_link&appuid=5dc265f90000000001006013&xhsshare=CopyLink,69eead98000000001a02f119,
2026-04-23,合作广场,产品力,站点巴士,,雨林之心号💚仿佛踏上了星露谷痛车～,26,96,75,9,1,,106,183.79,1.73,https://www.xiaohongshu.com/explore/69e94c89000000001a02ca10?app_platform=android&ignoreEngage=true&app_version=9.20.0&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CB85MM-rOkh6ubyxzyIZG3y_vP04Ffg-dEgxAzJ6JSFds=&author_share=1&shareRedId=N0pFMjk6SkI2NzUyOTgwNjY0OTc6NTc8&apptime=1777269156&share_id=fade4c07664f4b3f8d0f67b8ecfeb984&share_channel=copy_link&appuid=5dc265f90000000001006013&xhsshare=CopyLink,69e94c89000000001a02ca10,作者粉丝数超过1000，分成比例不能低于 3%
2026-04-26,合作广场,产品力,网约公交,,被常熟的网约公交车控制了,124,215,198,15,0,,340,405.44,1.19,https://www.xiaohongshu.com/explore/69eb2894000000001f030c01?app_platform=android&ignoreEngage=true&app_version=9.20.0&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBRBODJwCf7Xkki9Lrwoz6RLHbhu-cpyedGL_6nq9mOys=&author_share=1&shareRedId=N0pFMjk6SkI2NzUyOTgwNjY0OTc6NTc8&apptime=1777269210&share_id=2127a0fe368645b0ae91df0b08af4228&share_channel=copy_link&appuid=5dc265f90000000001006013&xhsshare=CopyLink,69eb2894000000001f030c01,
2026-04-25,合作广场,车内,香卡,,滴滴这波可以啊，香薰片美貌满分,4,99,89,9,1,,100,192.89,1.93,https://www.xiaohongshu.com/explore/69ec55f5000000003603382f?xsec_token=ABF3QwLT3B5t2ye6BO79HB5afO5ePClHxFbe5I4GIzXCI=,69ec55f5000000003603382f,
2026-04-28,薯条,司机,司乘温暖,,司机递给我一颗话梅,44,228,180,0,4,,184,200,1.09,https://www.xiaohongshu.com/explore/69ef91b1000000002300564b?xsec_token=ABZgdCG38m42mQ1vgh4gAZk2fUZI96wuDPgk9xMqwSSV4=,69ef91b1000000002300564b,
2026-04-27,合作广场,司机,女司机,,下雨天没带伞，女司机把车停在我头顶,191,121,112,4,1,,2437,202.96,0.08,https://www.xiaohongshu.com/explore/69ef76e8000000003601943f?xsec_token=ABZgdCG38m42mQ1vgh4gAZk-5YMxdg89uNnxoQxzmb3vQ=,69ef76e8000000003601943f,
2026-04-28,薯条,产品力,滴滴小巴,,我去第一次打滴滴小巴,3,204,192,4,5,,201,200,1,https://www.xiaohongshu.com/explore/69f05157000000003700c60a?app_platform=ios&app_version=9.28&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBqoLGDKtx1pp2rAm9-jYEuZCP5mGekjpkHk6ro61eqgg=&author_share=1&xhsshare=CopyLink&shareRedId=N0dDN0hINkI6TEZFSkoyPz41SjlJSEg9&apptime=1777360718&share_id=e0df64a71ec64a6f853070d5c652244b,69f05157000000003700c60a,
2026-04-28,薯条,司机,女司机,,谢谢女司机们,7,212,204,1,0,,205,200,0.98,https://www.xiaohongshu.com/explore/69f0a3e00000000022026d02?xsec_token=ABXzGd9O_x_RzY4Gkhs8M2tvUOJY7yXuVikDe4NwndPog=,69f0a3e00000000022026d02,
2026-04-29,薯条,司机,司乘温暖,,她没说话,96,666,541,1,28,,570,200,0.35,https://www.xiaohongshu.com/explore/69f163390000000038023c04?xsec_token=ABLNcebe4EqMClPt2SyxgvoJrpZxF6h3B7Tca2NNCHN4g=,69f163390000000038023c04,1. 笔记作者为开店账号，暂无法使用 ； 2. 笔记非公开可见，暂无法使用
2026-04-29,薯条,产品力,专车/豪华车,,合肥打特惠/快车能打到问界m7和特斯拉,2,6,2,1,1,,4,200,50,https://www.xiaohongshu.com/explore/69f194d5000000002301de8a?xsec_token=ABmbFepnQx-jFoEzvEhhzqxCMKi4KHHLcOP5v35xgvWN4=,69f194d5000000002301de8a,
2026-04-29,薯条,地广/活动,品牌,,当春天来临，要记得出门去,34,158,111,13,0,,124,200,1.61,https://www.xiaohongshu.com/explore/69f17a30000000003502d8da?xsec_token=ABmbFepnQx-jFoEzvEhhzqxNRpCCA7k8sUY3_88LcNzEc=,69f17a30000000003502d8da,1. 笔记作者粉丝数超过10000，暂无法使用 ； 2. 笔记为蒲公英笔记，暂无法使用
2026-04-29,薯条,产品力,滴滴小巴,,下沙雨天新晋宠儿~滴滴小巴,8,24,14,0,2,,16,200,12.5,https://www.xiaohongshu.com/explore/69f1c29d0000000023005a50?app_platform=ios&app_version=9.28&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBg2gaKUnCxg2ud8iQCl-jr45B4wRjJaReZTBWhc6ZI6I=&author_share=1&xhsshare=WeixinSession&shareRedId=ODY6NTk5Nzs2NzUyOTgwNjY0OTc8OTxC&apptime=1777472867&share_id=df9fcb8ddf8e446c9a5118d8d3317c00&code=2G20cXCQnOy,69f1c29d0000000023005a50,
2026-04-30,薯条,产品力,宠物出行,,毕业搬家带猫，第一次用宠物出行就真香了 大,0,114,108,1,5,,114,200,1.75,https://www.xiaohongshu.com/explore/69f2ecd80000000036000e40?xsec_token=ABetYAHOhY16yiR5a2fqXNDsPWuXDXNybg9Meg3UygIVM=,69f2ecd80000000036000e40,
2026-04-30,薯条,司机,女司机,,女司机的车，是i人的天,18,200,182,0,0,,182,200,1.1,https://www.xiaohongshu.com/explore/69f29fb3000000001a037e6b?xsec_token=ABlefarLtJ7O9GeX5GD5VUCzNb_Uj8Vqjkp92xc6p8OSI=,69f29fb3000000001a037e6b,
2026-04-29,薯条,司机,司乘温暖,,今天看展路上的小确幸,0,16,16,0,0,,16,200,12.5,https://www.xiaohongshu.com/explore/69f1d8fe000000003503860e?xsec_token=ABh4kH9hXYWMgFpRFZgOeKrx-PZs9UmB28fGWl6lOwtHU=,69f1d8fe000000003503860e,
2026-04-29,薯条,产品力,专车/豪华车,,打了上百次DD专车，臭车几率是？,35,95,47,3,10,,60,200,3.33,https://www.xiaohongshu.com/explore/69f19283000000003503b16f?xsec_token=ABh4kH9hXYWMgFpRFZgOeKr8kel0HHoTQxzsZVTsJZLAo=,69f19283000000003503b16f,
2026-04-29,薯条,地广/活动,品牌,,“每次花开🌸都值得一次出发”,414,575,133,25,3,,161,200,1.24,https://www.xiaohongshu.com/explore/69f1b5c4000000003502cfd0?xsec_token=ABh4kH9hXYWMgFpRFZgOeKr3nDPNLrQBCZ3Y-2WjHeTck=,69f1b5c4000000003502cfd0,
2026-05-05,薯条,产品力,女性友好计划,,优先女司机,35,317,254,1,27,,282,214.54,0.76,https://www.xiaohongshu.com/explore/69f9fede0000000036001eb0?xsec_token=ABXpClgvyZnrSy5ahzs9wzetu_zEFUA_9CYj7xk9dk_iA=,69f9fede0000000036001eb0,
2026-05-05,薯条,产品力,宠物出行,,这两天天气好经常带我的小狗去附近的公园玩，,5,108,99,1,3,,103,200,1.94,https://www.xiaohongshu.com/explore/69f9d0d5000000003601a3f1?xsec_token=ABa01KIw3FNSCIsTS2LPTf6ZnSPxmuZqMjQP15XiIMumA=,69f9d0d5000000003601a3f1,
2026-05-01,薯条,司机,司机服务,,洛阳把尊重刻在骨子里了！,3679,3732,46,5,2,,53,25.3,0.48,https://www.xiaohongshu.com/explore/69f2f64d000000002202410c?app_platform=ios&app_version=9.23&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBBV9_vzbj_FXbJ_j67LntrsyjW4OxBrPaT5RMvpK-lIw=&author_share=1&xhsshare=CopyLink&shareRedId=ODY0NzU8Rzo2NzUyOTgwNjY0OThIN0lA&apptime=1778036727&share_id=c7a1f6846c00444d8a5fcdbf6f3744df,69f2f64d000000002202410c,平台卡审终止
2026-05-01,薯条,地广/活动,品牌,,出发吧 去往你想要的生活！,1359,1364,2,1,2,,5,200,40,https://www.xiaohongshu.com/explore/69f1e8ef000000001e00cc08?note_flow_source=wechat&xsec_token=CB8RFidiOHx448pSCWzbm3uUoSBFRPNp8Df9NjnF-0CM4=,69f1e8ef000000001e00cc08,
2026-05-04,薯条,场景,旅游出行,,哈尔滨旅行状态：只哈哈 不喊累😂,1332,1339,6,1,0,,7,179.57,25.65,https://www.xiaohongshu.com/explore/69f6f7160000000035032d5a?note_flow_source=wechat&xsec_token=CBI1UWmWTbRhl4rxrQu1WE8SosxLoRvzg3arIhEyKPYL4=,69f6f7160000000035032d5a,时间到未消耗完
2026-05-07,薯条,司机,司乘温暖,,一份来自陌生滴滴师傅的善意,1,32,29,0,2,,31,200,6.45,https://www.xiaohongshu.com/explore/69fb8678000000003503053f?xsec_token=ABelO7dPqxWwMbHBMg1xlMAIqZ6Ub9LcPBZ9rP9eRY2HI=,69fb8678000000003503053f,
2026-05-06,薯条,产品力,女性友好计划,,当女性力量不再单一,19,799,768,5,7,,780,400,0.51,https://www.xiaohongshu.com/explore/69fb226a00000000350207ff?xsec_token=ABelO7dPqxWwMbHBMg1xlMAEGTvMgcK3FdXgvdXSp_L80=,69fb226a00000000350207ff,
2026-05-06,薯条,车内,车内整洁,,坐上了一辆整洁又贴心的滴滴,4,60,52,0,4,,56,200,3.57,https://www.xiaohongshu.com/explore/69fc0ddb000000001f005a56?xsec_token=ABcsHLT2IdhyDi6N_CLnT_R8sSTrsaAX_qNGmqfsKQqq8=&xsec_source=pc_search&source=web_search_result_notes,69fc0ddb000000001f005a56,
2026-05-06,薯条,产品力,滴滴小巴,,滴滴🚌宝宝巴士进站咯～📢,30,58,17,10,1,,28,200,7.14,https://www.xiaohongshu.com/explore/69fb34d0000000003703435a?xsec_token=ABARK6t9lwvGdzCFjVrffVdgqwyb1B3wbS-uqEQn8QZmE=,69fb34d0000000003703435a,
2026-05-06,薯条,场景,通勤上下班,,🚗沉浸式下班｜你那边的天蓝么？,14,67,31,5,17,,53,200,3.77,https://www.xiaohongshu.com/explore/69fa2dbd00000000360197a1?xsec_token=ABb9AmBAYzWHkEWhQuDzCy0R8llkPCrq9q8BHZwFn3sA4=,69fa2dbd00000000360197a1,
2026-05-07,薯条,司机,司机服务,,滴滴打车碰到最细心周到的师傅,6,137,128,0,3,,131,200,1.53,https://www.xiaohongshu.com/explore/69fc838f0000000035039774?xsec_token=ABBtRwVR8gpszCBfbW9B5RgdOPvIaKdFdsDFAzyoA7ds4=,69fc838f0000000035039774,
2026-05-07,薯条,产品力,宠物出行,,刚搬新家，带着两只猫和一只狗,0,8,8,0,0,,8,200,25,https://www.xiaohongshu.com/explore/69fcae64000000001a02cfdc?xsec_token=ABBtRwVR8gpszCBfbW9B5RgYaEC41EyjHY2KGY0I1izz8=,69fcae64000000001a02cfdc,
2026-05-07,薯条,产品力,滴滴小巴,,下沙滴滴小巴给到一个夯,28,210,160,18,4,,182,200,1.1,https://www.xiaohongshu.com/explore/69fc65f90000000022028b6c?app_platform=ios&app_version=9.28.1&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBAxrSWo8Hhf4veuCxUrwqpC0T6aWsI46v29AvU_0nATA=&author_share=1&xhsshare=CopyLink&shareRedId=N0dDN0hINkI6TEZFSkoyPz41SjlJSEg9&apptime=1778211149&share_id=649545e6b4c74bc3b79f908fac0a7947,69fc65f90000000022028b6c,
2026-05-06,薯条,产品力,滴滴小巴,,下沙谁还没坐这个三块钱的商务座,5,24,18,0,1,,19,169.69,8.93,https://www.xiaohongshu.com/explore/69f8702a000000001b021637?app_platform=ios&app_version=9.28.1&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CB2UKSax5DF2QA_I7rhNuoqUlhNkevLLDd7iEEZWVmZ7U=&author_share=1&xhsshare=CopyLink&shareRedId=N0dDN0hINkI6TEZFSkoyPz41SjlJSEg9&apptime=1778211176&share_id=af6a6d5c0f8b459abce45f5a54064a24,69f8702a000000001b021637,
2026-05-06,薯条,产品力,滴滴小巴,,滴滴小巴都出了吗，那是不是以后大家伙出去玩可以一辆车坐下，不用再分别打好几辆车了哈哈哈,4,8,4,0,0,,4,200,50,https://www.xiaohongshu.com/explore/69fab3fd000000003501edf9?app_platform=ios&app_version=9.28.1&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBPZ69__HQk7Q8Y-E8hjtw2iJs_hWjBOFCxxjj36RENAc=&author_share=1&xhsshare=CopyLink&shareRedId=N0dDN0hINkI6TEZFSkoyPz41SjlJSEg9&apptime=1778211219&share_id=0fd8efd77d084114a3cdd4ddb5970ffc,69fab3fd000000003501edf9,
2026-05-08,薯条,产品力,站点巴士,,她的周四，在盛开热带雨林的云南巴士、摘蘑菇,163,189,22,4,0,,26,200,7.69,https://www.xiaohongshu.com/explore/69fc798c000000003502a9d8?xsec_token=ABcsHLT2IdhyDi6N_CLnT_R8DhhUAlroRDer_EtK6e-TU=,69fc798c000000003502a9d8,
2026-05-08,薯条,产品力,女性友好计划,,司机姐姐说这个功能让她们更自觉,354,3312,2851,6,101,,2958,800,0.27,https://www.xiaohongshu.com/explore/69fde0030000000035023490?xsec_token=ABNbFDvmT2gE-NxXGweO_FYI6uipgsb69YYyq6uLnaHi0=&exSource=https://my.feishu.cn/,69fde0030000000035023490,
2026-05-09,薯条,司机,女司机,,打到“侠女”的车了！！,50,1169,1077,25,17,,1119,800,0.71,https://www.xiaohongshu.com/explore/69fe7e640000000023017177?xsec_token=AB7ukW7fajRnxFsjbDV6X4qNCdWkxaxQYO2sfNVQYaPQI=,69fe7e640000000023017177,
2026-05-11,薯条,车内,特殊车型/车衣,,哈哈哈第一次打车打到装饰这么隆重的士🚕,3,15,11,1,0,,12,200,16.67,https://www.xiaohongshu.com/explore/6a011d41000000000702031a?xsec_token=ABMDY_ifAXf43glQ4iD8PYNQ5y3nGwbGTzhVuJCHwfsc4=,6a011d41000000000702031a,
2026-05-10,薯条,车内,特殊车型/车衣,,滴滴打车偶遇,0,47,43,0,4,,47,200,4.26,https://www.xiaohongshu.com/explore/69ff2744000000003601bafd?xsec_token=ABSe7suRAYmulQ4PBfwqDWg_Ql-v1qHlDG2U5q2K-9fKY=,69ff2744000000003601bafd,
2026-05-11,薯条,产品力,女性友好计划,,滴滴优先呼叫女司机选项真是伟大发明,20,1290,1255,2,13,,1270,800,0.63,https://www.xiaohongshu.com/explore/6a01468400000000060214be?xsec_token=ABMDY_ifAXf43glQ4iD8PYNZWMIiDvTz3M6rD-nGS0c0M=&xsec_source=pc_search,6a01468400000000060214be,
2026-05-11,薯条,司机,女司机,,她给了我一颗糖🍬,5,93,86,0,2,,88,200,2.27,https://www.xiaohongshu.com/explore/6a014275000000003601e660?xsec_token=ABMDY_ifAXf43glQ4iD8PYNRElQwjKn3KHY0HzRZsXs9c=&xsec_source=pc_search,6a014275000000003601e660,
2026-05-10,薯条,产品力,女性友好计划,,滴滴其实还不错，至少还想着做事,8,24,15,1,0,,16,200,12.5,https://www.xiaohongshu.com/explore/6a0044d200000000360190fc?source=webshare&xhsshare=pc_web&xsec_token=ABe7uh94rgLtb32KVXCgE6zdSecME_4lvf9lXqCwH7ZDM=&xsec_source=pc_share,6a0044d200000000360190fc,
2026-05-10,薯条,产品力,滴滴小巴,,坐标常熟，宝宝巴士来接我啦,12,24,12,0,0,,12,200,16.67,https://www.xiaohongshu.com/explore/69edd0cf0000000035025453?xsec_token=ABkhnHrdTn66wpzixyl95xc6Rar_v_JNNubvWrO19cP24=&xsec_source=pc_search,69edd0cf0000000035025453,
2026-05-11,薯条,车内,香卡,,坐滴滴还送香卡呀,0,7,6,0,1,,7,200,28.57,https://www.xiaohongshu.com/explore/6a013f80000000000803ca41?xsec_token=ABMDY_ifAXf43glQ4iD8PYNd0fpxtyb-aDsuPHeEeUSac=&xsec_source=pc_search&source=web_explore_feed,6a013f80000000000803ca41,
2026-05-11,薯条,产品力,宠物出行,,我家狗子觉得自己是最帅的狗,4,62,54,1,3,,58,200,3.45,https://www.xiaohongshu.com/explore/6a01b530000000003601e708?xsec_token=ABMDY_ifAXf43glQ4iD8PYNaevaIXtJtDMT-ktepBCU3s=,6a01b530000000003601e708,
2026-05-12,薯条,产品力,女性友好计划,,昨天滴滴打车，选了女性友好专车～,3,77,71,0,3,,74,200,2.7,https://www.xiaohongshu.com/explore/6a02a86800000000070130aa?xsec_token=AB7U6zAAB-FbTocf-dL8C5T5OiIULUabftGK25BLSoZ4A=&xsec_source=pc_search,6a02a86800000000070130aa,
2026-05-11,薯条,司机,女司机,,你的五一我的五一好像不一样,2,400,397,1,0,,398,400,1.01,https://www.xiaohongshu.com/explore/6a01ed3a000000003503a60e?xsec_token=ABMDY_ifAXf43glQ4iD8PYNQBwgNEHYp4wX45z4dWdtjo=&xsec_source=pc_search,6a01ed3a000000003503a60e,
2026-05-11,薯条,司机,女司机,,打到这些女司机的车，算我有福！,12,146,132,0,2,,134,200,1.49,https://www.xiaohongshu.com/explore/6a01c59a0000000035038156?xsec_token=ABMDY_ifAXf43glQ4iD8PYNWfE3Q3cvQ3E4tJejze7REs=&xsec_source=pc_search,6a01c59a0000000035038156,
2026-05-11,薯条,司机,司乘温暖,,异地恋分别，被滴滴出行狠狠治愈了✨,17,49,31,0,1,,32,200,6.25,https://www.xiaohongshu.com/explore/6a01ba55000000000702ca26?xsec_token=ABMDY_ifAXf43glQ4iD8PYNQpF_wV9vHtGDrwlg8rWheA=&xsec_source=pc_search,6a01ba55000000000702ca26,
2026-05-11,薯条,产品力,女性友好计划,,那个选项我早就打开了，没想到今天真用上了,39,1032,980,3,10,,993,600,0.6,https://www.xiaohongshu.com/explore/6a019fc3000000003502aa17?xsec_token=ABMDY_ifAXf43glQ4iD8PYNe3edi3uM3rB-Ib-bKXaLuY=&xsec_source=pc_search,6a019fc3000000003502aa17,
2026-05-12,薯条,司机,女司机,,打到了一辆很不错的车,4,12,7,0,1,,8,21.7,2.71,https://www.xiaohongshu.com/explore/6a0319c60000000006021d84?xsec_token=ABUGydpp8sZT7bGqSkfVTRrHid3PrB1nq-JdnXf8CTZ_Y=,6a0319c60000000006021d84,作者终止投放
